分类,类型,层级,标题,文号,发布单位,发布日期,状态,来源,官方链接,正文
工程建设管理,规定,市级,关于修改《上海市城市管理综合行政执法程序规定》的通知,沪城管规〔2024〕3号,上海市城市管理行政执法局,2024-07-04,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0043::0fc85e932655473b997f939a1d533ef3,docs/工程建设管理/关于修改《上海市城市管理综合行政执法程序规定》的通知.md
工程建设管理,技术规定与导则,市级,上海市住房和城乡建设管理委员会关于批准《道路桥梁和隧道结构安全保护技术标准》为上海市工程建设规范的通知,沪建标定〔2024〕330号,上海市住房和城乡建设管理委员会,2024-07-02,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0011::8acfca3d16474289b2cce148878342d0,docs/工程建设管理/上海市住房和城乡建设管理委员会关于批准《道路桥梁和隧道结构安全保护技术标准》为上海市工程建设规范的通.md
工程建设管理,规定,市级,关于印发《上海市建设工程规划许可公开规定》的通知,沪规划资源规〔2024〕4号,上海市规划和自然资源局,2024-06-28,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0032::5bf13738dad046699b10adb37e11b52b,docs/工程建设管理/关于印发《上海市建设工程规划许可公开规定》的通知.md
工程建设管理,实施意见,区级,浦东新区生态环境局关于印发《浦东新区关于支持区内企业开展环境绩效评价的 实施方案》的通知,浦环规〔2024〕1号,上海市浦东新区生态环境局（水务局、海洋局、绿化和市容管理局）,2024-06-28,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0070::0070328904,
工程建设管理,通知公告,区级,关于印发《上海市宝山区城市管理行政执法辅助管理工作人员行为规范（试行）》的通知,宝城执〔2024〕10号,上海市宝山区城市管理行政执法局,2024-06-27,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0078::ded854ec-38ae-4d80-b07f-b4026661a0be,
工程建设管理,规定,区级,杨浦区规划和自然资源局转发《上海市建设工程设计方案规划公示规定》的通知,杨规划资源〔2024〕1号,杨浦区规划和自然资源局,2024-06-25,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0077::007705f58e9f300cdee2270da0a4138ea3a2,docs/工程建设管理/杨浦区规划和自然资源局转发《上海市建设工程设计方案规划公示规定》的通知.md
工程建设管理,通知公告,市级,上海市应急管理局关于印发上海市企业安全风险分级管控实施指南的通知,沪应急行规〔2024〕1号,上海市应急管理局,2024-06-19,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0037::a70036325f724f53a871b4cb0bf0ae0c,
工程建设管理,通知公告,市级,关于印发《关于坚持对标一流 持续优化上海市工程建设领域营商环境的行动方案》的通知,沪建建管联〔2024〕249号,上海市住房和城乡建设管理委员会,2024-06-05,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0011::cad9ac9064dd4da089490f9e964dbfca,
工程建设管理,通知公告,市级,关于增加大工业深谷电价实施时间有关事项的通知,沪发改价管〔2024〕28号,上海市发展和改革委员会,2024-06-13,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0025::c753f8153e15492898c2ea3737ee93d5,
工程建设管理,通知公告,市级,上海市住房和城乡建设管理委员会关于批准《施工现场建筑工人从业管理标准》为上海市工程建设规范的通知,沪建标定〔2024〕291号,上海市住房和城乡建设管理委员会,2024-06-11,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0011::0814a2d004aa4656b7dd0954564e5222,
工程建设管理,技术规定与导则,市级,上海市住房和城乡建设管理委员会关于批准《工程木结构设计标准》为上海市工程建设规范的通知,沪建标定〔2024〕287号,上海市住房和城乡建设管理委员会,2024-06-11,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0011::65d7f9a455894e10aba6d3087779d9b4,docs/工程建设管理/上海市住房和城乡建设管理委员会关于批准《工程木结构设计标准》为上海市工程建设规范的通知.md
工程建设管理,技术规定与导则,市级,上海市住房和城乡建设管理委员会关于批准《城镇燃气用户端安全技术标准》为上海市工程建设规范的通知,沪建标定〔2024〕289号,上海市住房和城乡建设管理委员会,2024-06-11,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0011::fdc5f11e86df4fd2851a4978055587eb,docs/工程建设管理/上海市住房和城乡建设管理委员会关于批准《城镇燃气用户端安全技术标准》为上海市工程建设规范的通知.md
工程建设管理,办法,市级,上海市水务局关于印发《上海市水工程建设规划同意书制度管理办法实施细则（试行）》等文件的通知,沪水务〔2024〕257号,上海市水务局,2024-06-07,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0004::f0424991df1d4dee8c7341ab9d5a5277,docs/工程建设管理/上海市水务局关于印发《上海市水工程建设规划同意书制度管理办法实施细则（试行）》等文件的通知.md
工程建设管理,通知公告,市级,上海市交通委员会关于开展2024年上海市促进现代 航运服务业创新项目申报的通知,沪交航〔2024〕368号,上海市交通委员会,2024-06-05,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::059b270e69df4f2c911076a95bccd8af,
工程建设管理,通知公告,市级,上海市海洋局关于加强长江河口海域重叠区域采砂海域使用管理的通知,沪海洋〔2024〕46号,上海市水务局,2024-06-04,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0004::384dd673813c43f4b154ad0928968ff4,
工程建设管理,通知公告,市级,关于优化天然气发电机组容量电价机制的通知,沪发改价管〔2024〕26号,上海市发展和改革委员会,2024-05-31,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0025::07bce8e660f2421bb5fcfee61413f96a,
工程建设管理,通知公告,市级,关于进一步推进农作物秸秆综合利用工作的通知,沪发改规范〔2024〕8号,上海市发展和改革委员会,2024-05-30,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0025::1966258fb4de490e9c08482213440fe9,
工程建设管理,办法,市级,上海市生态环境局关于废止《上海市海洋工程建设项目环境保护设施验收管理办法》的通知,沪环海〔2024〕90号,上海市生态环境局,2024-05-27,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0024::6e0ca92988aa4c2ea3509b167bad37e9,docs/工程建设管理/上海市生态环境局关于废止《上海市海洋工程建设项目环境保护设施验收管理办法》的通知.md
工程建设管理,通知公告,市级,上海市应急管理局关于印发上海市处置危险化学品生产安全事故应急预案的通知,沪应急危化〔2024〕45号,上海市应急管理局,2024-05-22,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0037::3a32989712f94ff381f80d25bb798f0c,
工程建设管理,通知公告,市级,上海市应急管理局关于印发上海市生产安全事故专项应急预案的通知,沪应急预案〔2024〕47号,上海市应急管理局,2024-05-24,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0037::d6d053a74e01412b9dda0dc641f3498a,
工程建设管理,办法,街镇级,关于修订实施《吴淞街道建设工程项目管理实施暂行办法》的通知,宝吴街办〔2024〕5号,上海市宝山区吴淞街道办事处,2024-05-23,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0078::23110e85-f3d7-458f-9191-2c6f59897afc,docs/工程建设管理/关于修订实施《吴淞街道建设工程项目管理实施暂行办法》的通知.md
工程建设管理,通知公告,市级,上海市水务局关于进一步强化本市水务建设工程安全生产的通知,沪水务〔2024〕233号,上海市水务局,2024-05-24,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0004::809067f4b1b44af69f9ba976a366cdcf,
工程建设管理,通知公告,市级,关于明确青浦区纳入长三角试点区域挥发性有机物排污权有偿使用费征收标准有关事宜的通知,沪发改价调〔2024〕24号,上海市发展和改革委员会,2024-05-27,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0025::6200053a34714a2bb278e3069296d9e2,
工程建设管理,技术规定与导则,市级,上海市住房和城乡建设管理委员会关于批准《沥青路面预防养护技术标准》为上海市工程建设规范的通知,沪建标定〔2024〕252号,上海市住房和城乡建设管理委员会,2024-05-24,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0011::880009782ef645fcace29e7bb393422f,docs/工程建设管理/上海市住房和城乡建设管理委员会关于批准《沥青路面预防养护技术标准》为上海市工程建设规范的通知.md
工程建设管理,实施意见,市级,关于印发《上海市促进绿色电力消费加快能源低碳转型实施意见》的通知,沪发改能源〔2024〕91号,上海市发展和改革委员会,2024-05-24,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0025::204912193fdd4877a565bf5fcef93cdf,
工程建设管理,实施意见,市级,上海市交通委员会关于印发《公交站台适老化指导意见（试行）》的通知,沪交设养〔2024〕289号,上海市交通委员会,2024-05-10,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::f0e54b45e4ea42eab2935d086ef556b9,
工程建设管理,实施意见,市级,关于印发《加快引育高能级主体 构建充满活力的产业生态若干措施》的通知,沪发改产〔2024〕15号,上海市发展和改革委员会,2024-05-16,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0025::cae543c71bb94b36ba18aba42274b6b4,
工程建设管理,办法,市级,关于印发《上海市造林项目竣工验收办法》的通知,沪绿容〔2024〕182号,上海市绿化和市容管理局,2024-05-06,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0039::0ca86a93-9fc0-4219-8807-8abd75951fbc,docs/工程建设管理/关于印发《上海市造林项目竣工验收办法》的通知.md
工程建设管理,实施意见,市级,上海市交通委员会关于印发《上海交通数字化转型实施意见（2024-2026年）》的通知,沪交科〔2024〕206号,上海市交通委员会,2024-04-16,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::0849280ead034f9b89896159e59ec5d1,
工程建设管理,通知公告,市级,上海市安全生产委员会办公室关于做好建设领域安全风险防范工作的通知,沪安委办〔2024〕15号,上海市应急管理局,2024-05-10,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0037::fd53f0c89705429f8552b5b343ac587b,
工程建设管理,其他,市级,上海市应急管理局关于进一步优化安全生产监管 推动营商环境持续优化 以高水平安全保障高质量发展的意见,沪应急法规〔2024〕41号,上海市应急管理局,2024-05-06,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0037::cf53f6ab546946c1aeaa3dc9c0e5acd9,
工程建设管理,实施意见,市级,关于印发《上海市建筑施工安全生产治本攻坚三年行动实施方案（2024-2026年）》的通知,沪建质安〔2024〕217号,上海市住房和城乡建设管理委员会,2024-04-30,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0011::820aa74b066f4cc1b205ac81f1582489,
工程建设管理,办法,市级,上海市海洋局关于印发《上海市海域使用论证报告评审工作实施办法》的通知,沪海洋规范〔2024〕2号,上海市水务局,2024-04-30,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0004::f265b94863314373a7eca845a6f78a5b,docs/工程建设管理/上海市海洋局关于印发《上海市海域使用论证报告评审工作实施办法》的通知.md
工程建设管理,通知公告,市级,关于印发修订后的《促进和规范利用存量资源加大养老服务设施供给的工作指引》的通知,沪发改规范〔2024〕7号,上海市发展和改革委员会,2024-04-29,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0025::135827f8052a488090f98c0693e7066e,
